Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-1.64E+07,-5440700,-7577400,-39798000,16561000,-12890000,-23623000,-26338000,-22376000,-17776000,-20316000,-22330000,-20515000,-29878000,-33082000,-39986000,742340,-6521700,-14980000,-8780900,-32497000,-26667000,1248100,-4184400,-14645000,-17670000,-21902000,-13441000,-8731000,-21004000,-15760000,-28920000,-20062000,-39133000,-19341000,-5011900,-18347000,-44588000,-33972000,-15957000,-11972000,2949300,12680000,-37065000,-41054000,-10421000,-473840,7720100,-52105000,-37952000,-11406000,-28482000,-10697000,-3325500,-9181800,-13201000,5527300,-25498000,3448300,-26506000,-33361000,-14620000,-40380000,-21644000,-30423000,-27832000,-26189000,4204200,-14947000,-26575000,506180,-32957000,-12208000,-52116000,-7042500,-21691000,-14956000,-28885000
-1.36E+07,-5216900,-12387000,-45329000,17928000,-9125400,-21201000,-25588000,-15151000,-20970000,-22961000,-21963000,-21195000,-31518000,-31292000,-35060000,-6529200,-7892500,-10055000,-6999500,-34817000,-27736000,-1936000,-8575200,-14501000,-13061000,-24878000,-16845000,-7397300,-22484000,-20258000,-25846000,-17372000,-43895000,-16753000,-8290200,-16502000,-51106000,-34207000,-16516000,-9937000,715050,14736000,-39496000,-39695000,-4604600,-1847300,3768900,-49853000,-39752000,-16845000,-24567000,-10147000,-5668400,-7782800,-11428000,-4419400,-23010000,8901200,-20058000,-29631000,-18446000,-42562000,-17424000,-26302000,-30382000,-19242000,5725100,-1184900,-20380000,-2148400,-44186000,-10674000,-48125000,-13381000,-20458000,-6857900,-28355000
-1.12E+07,-2514000,-17796000,-45907000,14537000,-2460100,-22475000,-22371000,-9283000,-21298000,-25706000,-20053000,-22358000,-30309000,-25568000,-32353000,-13194000,-9060400,-5357300,-4538200,-36831000,-26195000,-4084100,-12135000,-16325000,-6406600,-28149000,-22110000,-7524600,-28010000,-23043000,-22928000,-15574000,-47895000,-13639000,-14722000,-14580000,-55093000,-35578000,-16824000,-12414000,-5518200,16965000,-42751000,-34243000,-1381500,-3046800,-2993100,-49862000,-38232000,-23849000,-25500000,-11051000,-13824000,-9091600,-13346000,-18191000,-18263000,8085300,-11161000,-26315000,-23978000,-48300000,-17312000,-23174000,-31294000,-13533000,3276100,7833300,-13701000,-5117100,-51624000,-11053000,-45801000,-17073000,-19841000,-1518100,-24652000
-1.19E+07,1781400,-22858000,-39357000,8397200,1337700,-25470000,-19693000,-9520700,-19770000,-27741000,-21982000,-24599000,-27645000,-18870000,-33838000,-17084000,-8110200,-2172000,-2774900,-35029000,-23309000,-5679800,-15065000,-18248000,-63186,-27056000,-27268000,-9674300,-33238000,-24094000,-20977000,-13133000,-49434000,-13659000,-21413000,-14706000,-56346000,-38695000,-19533000,-18993000,-12211000,17939000,-47666000,-25723000,491670,-2781000,-8790200,-51027000,-35710000,-28222000,-30410000,-12838000,-20711000,-12341000,-14682000,-28159000,-13652000,3763100,-6209600,-24310000,-28727000,-51811000,-18255000,-22494000,-31066000,-10835000,-2098300,11210000,-9508700,-9507400,-49776000,-11838000,-45183000,-17218000,-19628000,1706100,-25275000
-1.54E+07,7610300,-27827000,-30070000,1175300,-1992000,-24169000,-21304000,-13487000,-16197000,-27988000,-25982000,-29943000,-24808000,-11268000,-37675000,-18950000,-6833000,-2370400,-3519300,-31417000,-20923000,-9261800,-18015000,-18208000,3435400,-20919000,-30681000,-11837000,-35157000,-24274000,-18048000,-8289100,-47554000,-17244000,-23443000,-17225000,-54044000,-40597000,-26970000,-24882000,-18583000,16582000,-49246000,-14929000,686660,145590,-10066000,-50689000,-35570000,-29499000,-35150000,-14548000,-21886000,-14500000,-12420000,-30985000,-13231000,1688100,-5760100,-23537000,-30393000,-48443000,-17891000,-20147000,-31692000,-10717000,-10204000,10170000,-10388000,-15787000,-41088000,-12498000,-40218000,-15688000,-15890000,3420400,-31509000
-1.84E+07,12367000,-30486000,-22408000,-7363800,-9795200,-17163000,-24740000,-16899000,-12336000,-25048000,-26264000,-37144000,-23811000,-2125200,-41120000,-20514000,-9099600,-6123700,-7851700,-28436000,-19261000,-15947000,-19785000,-17420000,3448300,-15423000,-32191000,-12505000,-35334000,-24702000,-14478000,-1191800,-41976000,-21339000,-19192000,-19643000,-46888000,-39636000,-35716000,-25107000,-25475000,15388000,-44703000,-3881000,-1097800,4698700,-8255000,-50036000,-37495000,-30868000,-35434000,-14330000,-19959000,-15883000,-9649300,-30223000,-16231000,3035400,-5911100,-23303000,-29487000,-40322000,-16958000,-13787000,-34583000,-10768000,-20566000,6146100,-16408000,-21135000,-32718000,-14667000,-28572000,-16433000,-7177000,4722100,-36970000
-1.85E+07,12000000,-27849000,-15877000,-16160000,-16379000,-10533000,-24291000,-20064000,-12380000,-18756000,-21542000,-41160000,-25816000,6312400,-42791000,-20855000,-15059000,-10145000,-15591000,-24704000,-17067000,-22521000,-19098000,-17985000,1239100,-15251000,-32325000,-12552000,-35482000,-26161000,-14256000,5782600,-34173000,-23253000,-12838000,-18952000,-35751000,-37359000,-39286000,-19984000,-30863000,15594000,-37956000,4151200,-2788100,8307300,-8306300,-53236000,-37733000,-33951000,-31525000,-10322000,-18327000,-18866000,-11079000,-30171000,-16726000,4644200,-5371300,-22804000,-27724000,-32794000,-17177000,-7546100,-38145000,-11111000,-30994000,-614310,-24027000,-22922000,-29751000,-18555000,-16568000,-21706000,1838900,8085500,-37366000
-1.68E+07,7561600,-21343000,-8426400,-20921000,-19444000,-10075000,-19505000,-24669000,-16565000,-10797000,-16116000,-38749000,-29055000,11511000,-41574000,-18579000,-20419000,-11115000,-25148000,-18672000,-14421000,-24599000,-17811000,-19558000,-1574900,-17552000,-31381000,-13130000,-34434000,-27952000,-20049000,10152000,-27682000,-22940000,-9759700,-15327000,-25020000,-35072000,-36050000,-14813000,-30574000,13944000,-33350000,7069000,-2282900,8819200,-12828000,-60371000,-34002000,-35810000,-28095000,-2023000,-16260000,-22714000,-16166000,-31475000,-11634000,4892600,-6264200,-22746000,-24601000,-27228000,-19038000,-6790100,-39015000,-14763000,-39228000,-9561500,-28992000,-22552000,-33028000,-20905000,-10847000,-29246000,6181000,13946000,-35439000
-1.51E+07,5499000,-16062000,-1288700,-18512000,-20365000,-15057000,-15270000,-27753000,-18509000,-3272600,-13613000,-32370000,-30573000,13997000,-36458000,-16026000,-21817000,-9998600,-33531000,-12802000,-13855000,-22788000,-19616000,-21119000,-3843100,-16487000,-29686000,-14010000,-31791000,-28516000,-29368000,11759000,-25234000,-21192000,-10180000,-12110000,-19169000,-31262000,-30740000,-13710000,-24259000,8457200,-29802000,5633500,-1380500,6332200,-19759000,-65542000,-28580000,-32477000,-28676000,8478500,-12382000,-24232000,-19769000,-33713000,-5586100,4147300,-9204900,-25447000,-18851000,-20966000,-22611000,-11011000,-36343000,-21158000,-44303000,-17496000,-30155000,-22250000,-40754000,-18757000,-9684400,-34983000,6665000,17787000,-34608000
-1.37E+07,8708900,-14029000,2186600,-12190000,-20748000,-21675000,-14119000,-24577000,-13921000,2648500,-14095000,-26965000,-30105000,14662000,-28938000,-16694000,-20103000,-9729200,-37447000,-10252000,-17340000,-22591000,-25167000,-23564000,-4410800,-12188000,-28177000,-15205000,-30339000,-28568000,-37487000,12282000,-25438000,-17963000,-9792100,-11363000,-18272000,-23563000,-28188000,-15547000,-17064000,3441600,-24887000,2275100,-4126700,3567000,-25571000,-64126000,-25831000,-24612000,-32010000,16484000,-8581500,-22861000,-18517000,-37741000,-4642200,550390,-12394000,-31615000,-12703000,-13341000,-28123000,-14805000,-33161000,-23613000,-45315000,-20409000,-29089000,-20740000,-49447000,-14031000,-7283900,-37755000,6712900,15150000,-33437000
-1.26E+07,12318000,-12099000,872040,-9247100,-21492000,-27892000,-13619000,-15999000,-8396500,6254200,-16946000,-24539000,-30701000,11881000,-23062000,-19303000,-18141000,-9333700,-35630000,-9503500,-22877000,-27004000,-30780000,-27201000,-2210900,-10430000,-27737000,-17596000,-31500000,-31460000,-42460000,12408000,-24110000,-13534000,-6802100,-11181000,-18846000,-11774000,-29013000,-16804000,-13565000,3979100,-20600000,-1503700,-10943000,3339600,-28827000,-58413000,-27441000,-17773000,-34647000,17813000,-7613600,-20853000,-13880000,-42919000,-7841400,-8375600,-15144000,-38072000,-10447000,-7816900,-33780000,-14435000,-32348000,-16911000,-41514000,-18656000,-26871000,-16480000,-54759000,-11872000,-3196300,-39136000,6345600,8918000,-29342000
-1.35E+07,11490000,-8065500,-3197500,-13135000,-23430000,-32187000,-11296000,-7794300,-10374000,6382800,-21747000,-23492000,-35076000,5098700,-21404000,-19154000,-18109000,-4454800,-30092000,-6275500,-25684000,-32078000,-32907000,-28584000,2185100,-13977000,-27350000,-19973000,-31805000,-38139000,-45341000,11118000,-19402000,-9093500,-5035400,-9085500,-18899000,1594600,-31426000,-16308000,-12937000,8171900,-20273000,-6264700,-17315000,5028300,-30374000,-53470000,-30933000,-16337000,-34942000,13253000,-9516300,-18433000,-9266600,-45320000,-9282300,-19268000,-18017000,-40594000,-12244000,-7546000,-35168000,-11077000,-32775000,-4307600,-34993000,-17492000,-23347000,-12646000,-54116000,-14400000,-1782600,-39475000,3724400,6582100,-23454000
-1.80E+07,8138500,-4807000,-7236000,-20276000,-26009000,-32060000,-7451700,-3047700,-18771000,2253300,-25616000,-21964000,-42117000,-1799600,-22785000,-15179000,-21010000,5564900,-24317000,-167980,-23302000,-32021000,-31857000,-23816000,5948300,-19299000,-23712000,-18089000,-27792000,-44437000,-46973000,8229800,-13997000,-4707400,-7947700,-6457100,-19686000,12403000,-33712000,-15366000,-12262000,9746500,-22442000,-13087000,-19405000,4792100,-31457000,-50454000,-32654000,-18752000,-33124000,8210800,-12731000,-13067000,-6502500,-41917000,-7215100,-24056000,-19908000,-38144000,-13557000,-11472000,-29821000,-8438700,-31165000,6466000,-30284000,-20284000,-19065000,-13644000,-48624000,-18302000,-4274200,-37139000,169130,9772800,-18522000
-2.46E+07,5706200,-5538400,-9285400,-25136000,-26366000,-27134000,-2870000,188920,-24713000,-4686300,-24405000,-19778000,-47367000,-4928900,-24967000,-11023000,-25899000,14767000,-20285000,4212100,-18628000,-26654000,-29816000,-14458000,6602300,-22686000,-14411000,-9637200,-21848000,-46924000,-47279000,5376500,-11373000,1041800,-12414000,-6920400,-22122000,16506000,-34348000,-14968000,-11723000,6895200,-22734000,-21257000,-18641000,133710,-32198000,-47046000,-31330000,-20612000,-29666000,6699900,-16727000,-4580400,-5765400,-34859000,-5953600,-19752000,-19306000,-32591000,-11858000,-15831000,-21220000,-9193700,-26657000,11524000,-29040000,-23509000,-15619000,-18232000,-41449000,-19594000,-7520400,-31778000,-1424600,11717000,-15186000
-2.90E+07,2355900,-8396800,-8396000,-26158000,-22265000,-20344000,1832700,3419600,-24702000,-10846000,-18445000,-17525000,-47001000,-5712100,-27067000,-8973700,-29292000,16620000,-17736000,3166700,-16814000,-21126000,-27162000,-6756400,5241200,-24613000,-1853400,1497900,-18879000,-48626000,-47157000,3336900,-11637000,7727400,-12296000,-11124000,-24167000,12387000,-32738000,-15419000,-12996000,3928100,-20605000,-28543000,-19362000,-6969200,-31444000,-42182000,-28481000,-21223000,-25737000,7835300,-21315000,2574300,-7225100,-28916000,-8230400,-12508000,-18045000,-25798000,-9706200,-17954000,-15154000,-13476000,-21477000,11923000,-27726000,-21385000,-13831000,-21383000,-35133000,-18725000,-10431000,-25610000,-1955600,6686600,-13320000
-2.87E+07,-4883700,-9704100,-5265700,-25474000,-15475000,-13579000,4084300,4274600,-24492000,-13488000,-13329000,-15581000,-41420000,-7851200,-27844000,-7822700,-28226000,10817000,-15845000,-1945700,-19311000,-19180000,-22887000,-4924800,5316700,-26049000,7894600,8886500,-18875000,-53926000,-48140000,829930,-12968000,11951000,-6954900,-16152000,-23278000,3167000,-30695000,-17883000,-14236000,4475900,-19630000,-34044000,-23869000,-12456000,-28124000,-37073000,-26554000,-23795000,-23539000,9646900,-24772000,3997700,-11176000,-25712000,-10736000,-9624100,-19039000,-19484000,-9593100,-17978000,-12949000,-19206000,-17502000,9338100,-22942000,-13684000,-13116000,-21740000,-31080000,-18760000,-15791000,-20744000,-4971800,-3089100,-14055000
-2.62E+07,-12851000,-10223000,-2306700,-24433000,-10086000,-5897800,879290,82303,-28646000,-13461000,-13055000,-14427000,-34672000,-11726000,-24653000,-7543300,-24350000,2482900,-14552000,-7393800,-22444000,-19307000,-17565000,-7743900,7618100,-25150000,11578000,10305000,-17377000,-59976000,-49570000,-2477400,-15988000,11902000,-2129300,-20056000,-19835000,-5270600,-30813000,-23531000,-11207000,7070800,-21596000,-39060000,-31468000,-14608000,-23015000,-32780000,-27633000,-28979000,-23873000,12960000,-24945000,27621,-16657000,-22809000,-9877300,-11645000,-20453000,-16386000,-10045000,-17944000,-11907000,-23648000,-14163000,4819300,-16496000,-5477100,-12628000,-21778000,-29944000,-19825000,-24211000,-17321000,-10399000,-12652000,-17154000
-2.70E+07,-15506000,-13502000,-1368700,-21499000,-7725900,1769100,-6548000,-8003600,-33273000,-13908000,-15809000,-14652000,-30114000,-15826000,-17051000,-10831000,-22251000,-3711400,-14066000,-11381000,-22685000,-17708000,-13809000,-11523000,8442000,-20967000,12387000,8105600,-12760000,-59692000,-48548000,-4634100,-23664000,10480000,-2426000,-23726000,-16764000,-9087000,-32761000,-31177000,-3988200,8107100,-24388000,-43863000,-40654000,-15076000,-18732000,-29474000,-32802000,-32274000,-24658000,18193000,-22194000,-5740200,-21152000,-17867000,-8064700,-14889000,-17673000,-17931000,-9118900,-19681000,-11831000,-25465000,-10018000,215470,-12331000,-226130,-11869000,-21752000,-30977000,-18734000,-31140000,-14967000,-13893000,-21716000,-19003000
-3.28E+07,-12691000,-19125000,-1649400,-14753000,-6512800,4960700,-13295000,-16084000,-32310000,-16061000,-18391000,-15815000,-27429000,-20639000,-9442300,-17773000,-23469000,-7055400,-13726000,-14058000,-21673000,-13139000,-14062000,-13572000,4195400,-16620000,14996000,4138400,-8493100,-52669000,-43895000,-5331700,-36078000,10801000,-6967900,-27458000,-16727000,-8892900,-33302000,-38023000,1293900,6093200,-25862000,-45575000,-49885000,-16462000,-17622000,-27255000,-40687000,-30120000,-23968000,21141000,-20007000,-10680000,-22697000,-11573000,-10258000,-17715000,-11787000,-21202000,-7766000,-22911000,-16281000,-25452000,-4841600,-3119100,-10785000,2988200,-10781000,-19844000,-32140000,-14483000,-32507000,-14078000,-12901000,-32532000,-16945000
-3.97E+07,-9981200,-22591000,-1390800,-5386700,-4803900,1986000,-17046000,-21250000,-25697000,-17592000,-20879000,-15983000,-24564000,-26287000,-6755300,-23507000,-25120000,-9642100,-11787000,-15176000,-23857000,-8115800,-19202000,-12673000,-3898100,-14815000,18547000,-2165900,-7526100,-46070000,-38278000,-8000700,-47779000,11008000,-13184000,-28920000,-20331000,-7471700,-30444000,-42864000,-369540,1854500,-26151000,-41954000,-56921000,-19916000,-19965000,-25670000,-47053000,-25252000,-22871000,16746000,-22048000,-14296000,-22095000,-6297200,-16364000,-20659000,-9812500,-21751000,-7126400,-25474000,-26080000,-25244000,466360,-6266800,-9564000,5472300,-10507000,-18069000,-32184000,-10594000,-30001000,-14607000,-9594100,-43558000,-13693000
-4.07E+07,-10557000,-22296000,-1176700,2341800,-3716600,-2703900,-20200000,-23551000,-17595000,-16051000,-23943000,-13490000,-21370000,-29188000,-8331600,-24225000,-24754000,-13616000,-6733300,-14229000,-30070000,-6271000,-28440000,-9144600,-11734000,-13134000,18028000,-10717000,-8346000,-43758000,-34911000,-14772000,-52351000,7547900,-20805000,-26515000,-25779000,-6579800,-25567000,-46424000,-6350900,-3174600,-25734000,-35931000,-59771000,-24230000,-24161000,-23246000,-48400000,-22604000,-22776000,6197800,-28385000,-16683000,-21897000,-3195900,-21479000,-23083000,-13954000,-19502000,-6343900,-25919000,-36155000,-25983000,5063700,-10322000,-8866900,6296400,-13048000,-21023000,-31609000,-10135000,-27949000,-14982000,-7264600,-50142000,-13688000
-3.32E+07,-12133000,-22094000,-3397700,5092400,-4744400,-5220900,-24723000,-25505000,-10540000,-12627000,-24880000,-9289700,-19694000,-26572000,-9150300,-22133000,-23330000,-19577000,722430,-12627000,-36625000,-9053000,-38988000,-5518800,-17552000,-8205200,12154000,-18911000,-8170000,-41654000,-33665000,-22325000,-48585000,1654300,-30091000,-22505000,-29546000,-6526000,-21157000,-48626000,-9832400,-7387200,-24542000,-32785000,-58637000,-26295000,-27708000,-19140000,-46376000,-22353000,-22092000,-3954200,-34807000,-17803000,-23002000,-996640,-23162000,-23509000,-16685000,-18426000,-5866600,-25322000,-41443000,-28344000,8565500,-13020000,-11579000,4884200,-18520000,-27598000,-30685000,-11327000,-27175000,-13441000,-7223500,-50360000,-16754000
-2.12E+07,-11905000,-25467000,-8218100,3806500,-6382100,-7718400,-28643000,-29939000,-5458800,-10710000,-20285000,-6544300,-20449000,-22117000,-6580800,-21383000,-22616000,-26501000,7297000,-13648000,-41026000,-14580000,-46742000,-4910500,-22426000,-2453700,5722500,-23684000,-7111000,-36386000,-32240000,-26528000,-40516000,-2241500,-39171000,-20546000,-28875000,-7463700,-18386000,-48349000,-8618000,-9213000,-23603000,-33119000,-55627000,-23236000,-27918000,-14452000,-45949000,-20995000,-19429000,-9549400,-36570000,-17974000,-23628000,2565200,-24155000,-22268000,-11035000,-20105000,-8926400,-25798000,-42461000,-32355000,10725000,-11044000,-18776000,2823200,-23858000,-30660000,-28199000,-10820000,-24810000,-9960400,-9702400,-46267000,-19535000
-1.17E+07,-10461000,-30833000,-12460000,2196800,-5070900,-12626000,-29468000,-37262000,-4508000,-11456000,-10967000,-7163600,-22350000,-21493000,-2762700,-21962000,-22817000,-32502000,10046000,-19273000,-45038000,-19582000,-49372000,-7513400,-26213000,-1873500,3028100,-23738000,-7173400,-31690000,-30013000,-28119000,-32506000,-3612000,-45554000,-21492000,-24667000,-9711500,-17163000,-46439000,-7236500,-8594900,-24505000,-32678000,-52436000,-15291000,-23187000,-11013000,-48364000,-17586000,-18595000,-11898000,-32823000,-17813000,-22244000,7614600,-26918000,-21343000,-1031300,-21627000,-16321000,-27876000,-42013000,-36140000,11273000,-5182700,-28480000,1104100,-26123000,-27197000,-23571000,-8965700,-19116000,-6350400,-14293000,-40176000,-21815000
-8.61E+06,-10331000,-34465000,-13854000,2401600,549100,-16034000,-27917000,-44799000,-9333100,-13089000,-1128500,-9554900,-23519000,-24256000,-320090,-21180000,-23950000,-35907000,9797000,-27601000,-50397000,-22672000,-48393000,-10266000,-26408000,-7910500,2933800,-19902000,-8916800,-31796000,-28413000,-29144000,-26434000,-6211200,-48315000,-23583000,-20890000,-12942000,-16631000,-45863000,-9898200,-7854100,-26438000,-29718000,-49411000,-6282600,-14583000,-10091000,-49120000,-14120000,-25121000,-13396000,-26164000,-17535000,-19700000,10529000,-29186000,-22149000,3877800,-21127000,-23406000,-30256000,-39443000,-36213000,10117000,6221.6,-38805000,-2025000,-25845000,-22542000,-18490000,-8235200,-11981000,-4826300,-18656000,-33339000,-26222000
